text;created_date;rubrics
"«(Уа, М?хаммед) Алладан ?зге к?ктер мен жердегілерді? ешбірі ?айыпты білмейді. Олар ?здеріні? ?ашан тірілетіндерін де сезбейді деп айт»

?? Н?міл с?ресі, 65-аят";06.06.2019 6:11;['VK-1603736028819866', 'VK-70741353853', 'VK-25241846707']
"Ш?уу?л айында оразаны ?алай т?ту керек? 

 
?бу Аюбтан (о?ан Алла разы болсын) жеткен хадисте, егер кімде кім Рамазанны? оразасын ая?та?ан сон Ш?уу?л айында алты к?н ораза т?тса, бір жыл ораза ?ста?анмен те? болады делінеді. 
 
Б?л Алла Та?аланы? бізге берген ?лы Мейірімі. Аз ?ана амал жасап, он есе сауап алу – жа?сы табыс к?зі ж?не керемет келісім. 
 
Осы?ан орай, бізге осы айда?ы оразаны ?алай ?стау керек: ?зіліссіз бе ?лде арасында ?зіліс жасап па, Рамазанда?ы ?арыздарды ?тегеннен со? ба ?лде ?темес б?рын ба, ?ай к?ндері, ?ай уа?ытта деген толассыз с?ра?тар келіп т?суде. 
 
Сол себепті біз Ш?уу?л айында?ы ораза?а ?атысты жиі ?ойылатын с?ра?тар?а жауап беруді ?й?арды?: 
 
1. Ханафи м?з?абы бойынша Ш?уу?л айыны? оразасын Рамазан айыны? ?азасын ?темес б?рын ?стау?а р??сат етілген. 
 
?йелдер, сапарда?ылар мен Рамазан айында сыр?аттанып я болмаса белгілі себептермен ?рі себепсіз оразасын ?аза ?ыл?андар Рамазанда?ы ?арыз оразаны келесі Рамазан?а дейін міндетті т?рде ?теу шартымен Ш?уу?л айында ораза т?та алады. 
 
Алайда, егер бірінші Рамазан айында?ы ?азаны толтырып, артынан Ш?уу?л айыны? алты к?нін ?стау ?намды амал болып табылады. 
 
Со?ан ?арамастан, егер адам ?лгермей жатса немесе Ш?уу?л айы ая?тал?анша алты к?нді ?стай алмай ?аламын деп ?ауіптенсе, керісінше де жасау?а болады 
 
2. Ш?уу?л айында?ы ораза тек Ш?уу?л айында ?ана ?сталады. Егер кімде кім ай ая?тал?анша ?стап ?лгермесе, к?н? болып саналмайды, себебі б?л ораза парыз етілмеген. Ш?уу?л айыны? оразасын Ораза Айт мейрамыны? бірінші к?ні ?ткен со? ?стай беруге болады. 
 
Я?ни, Ш?уу?л айыны? екінші ж?лдызынан бастап Рамазан айыны? ?азасын ?теп, одан ?рі Ш?уу?л айыны? н?піл оразасын ?стау?а болады. 
 
3. Рамазан айында м?лде ораза т?тпа?ан жандар парыз оразаны себепсіз ?алдыр?ан болса да, Ш?уу?л айыны? оразасын ?стай алады. 
 
Алайда, олар бір жылды? ораза т?т?анны? сауабын ала алмайды. Себебі ондай сауапты алу ?шін, хадисте келгендей, парыз бол?ан оразаны міндетті т?рде ?стауы ?ажет. Со?ан ?арамастан, Алла ?аласа, олар Ш?уу?л айында?ы алты к?ндік оразаны? сауабын алады. 
 
Дегенмен, олар ?шін Рамазанда?ы ?азаны? орнын толы?тыру хайырлы. Себебі парызды ?алдырып ?ою Алланы? алдында ?лкен к?н? болып саналады. 
 
4. Ш?уу?л айыны? алты к?нін ?збей ?стау?а да, арасында ?зіліс жасап ?стау?а да болады. Егер бір к?н ?оспаса, ж?ма к?ндері ораза т?ту?а болмайды. Мысалы: бейсенбі- ж?ма немесе ж?ма- сенбі. Егер осындай етіп ?стар болса, ж?ма к?ні ораза т?ту?а р??сат. 
 
Егер Рамазан айында еш?андай ?азасы болма?ан жандар болса, Ш?уу?л айыны? оразасын д?йсенбі ж?не бейсенбі к?ндері ?сталатын с?ннет оразасы к?ндері ауыз бекітуіне болады. Алайда, б?л бір жолы ?ана. Ш?уу?л айыны? ?осымша оразасын ?ай к?ні ?стау ?р адамны? жеке басыны? ісі. 
 
5. Ш?уу?л айында?ы ораза мен Рамазан айында?ы ораза, сондай - а?, ?зге айларда?ы т?тылатын оразаларды? барлы?ы та?нан кешке дейін ?сталады. 
 
Та? намазы мен а?шам намазыны? уа?ыттары ?ай кезде кіретінін білу ?шін сайтымызда?ы ""Намаз уа?ыттары"" айдарына кіріп, ?з ?ала?ызды та?дап, сол жерден аны?тай аласыз. 
 
Та? намазы – ауыз бекітер уа?ытты? басталуы. Б?л деген с?з, с?ресі ішуді ж?не оразаны б?затын амалдарды (ерлі- зайыптылар?а жынысты? ?атынасты, тіс тазалау барысында тіс пастасы ж?тып ?ою, та?ы бас?а ) то?тату ?ажет деген с?з. Рамазан айында?ы оразаны б?затын амалдырды? барлы?ы да кез келген оразаны да б?зады. 
 
А?шам намазыны? уа?ыты – ауыз ашатын уа?ыт. К?н ?ясына бата салысымен м?сылман адам оразада тыйым салын?ан амалдарды жасауына болады. 
 
Алла Та?ала баршамызды? оразамызды ?абыл алып, екі ??мырда да сауап?а кенелтсін!

azan.kz";05.06.2019 13:13;['VK-1603736028819866', 'VK-44842593034', 'VK-92966987726']
"Бір жыл?а татитын сауап?а кенелгі? келе ме?..

Алла?а ш?кір, айларды? с?лтаны – Рамазан айын аман-есен шы?арып салды?. Б?л ай?а жеткен де бар, жетпеген де бар. Сонды?тан да, жеткендеріміз Алланы? б?л ны?метіне сансыз ш?кірлер айтамыз. Б?л ?асиетті айдан кейін келетін ай – Ш?уу?л деп аталады. Пай?амбарымыз (с.?.с.):

????? ????? ????????? ????? ?????????? ?????? ???? ???????? ????? ????????? ????????? 

«Кімде-кім Рамазан айыны? оразасынан со? Ш?уу?л айында 6 к?н ораза ?стаса, бір жыл ораза ?ста?андай болады»[1], – деп ?мбетіне сансыз сауапты? к?зін к?рсетеді. Б?л Ш?уу?л айыны? алты к?ндік оразасы мен Рамазан айыны? оразасын ?ос?анда бір жылды? сауап?а те? келетінін ?алымдар Алла Та?ала: «Кімде-кім бір жа?сылы? жасаса, о?ан оны? он есе ?арымы беріледі» – деген аятын негізге алып т?сіндіреді. Я?ни, Рамазан айында?ы отыз к?н мен Ш?уу?л айында?ы алты к?н ?осыл?анда, отыз алты к?н болса, б?л сан он еселеніп, ?ш ж?з алпыс к?н болады. Жыл он екі айды? сауабы, міне, осыдан шы?ады.

Рамазан айында?ы ораза парыз ораза?а жатса, одан тыс уа?ыттарда ?сталатын оразалар ретіне ?арай у?жіп, н?піл, м?кр?? оразалар болып б?лінеді. Ш?уу?л айында алты к?н ораза ?стау – с?ннет.

Б?л оразаны сол айды? ішінде кез келген к?ні ?збей бірінен кейін бірі немесе б?ліп-б?ліп 6 к?н ?стау?а болады. Біра? айтты? артынша ?стап бітірген абзал.

 

[1] М?слим, Сиям, 204

Дерекк?з: muslim.kz";05.06.2019 6:45;['VK-1603736028819866', 'VK-24764593458', 'VK-73061407530']
"Бишр ?л-Хафиге: «Шын м?нінде, тек Рамазан айында ?ана ??лшылы?та ы?ыласты болатын адамдар бар», - деп айтыл?анда, ол: “Нашар ?ауым ?ана Алланы тек Рамазанда еске алады ! Ал шын м?нінде, ізгі адам жыл бойына ??лшылы?та ы?ыласты болады!» - деді.

?? Ибн Р?ж?б ?л-Ханбали | “?л-Л?таифул-ма?ариф”, 396";05.06.2019 1:55;['VK-1603736028819866', 'VK-99701343885', 'VK-97485727579']
"ХАЛЫ??А ЕСЕП БЕРУ

Жариялан?ан к?ннен бастап есептегенде екі ауызашар беруге жететін ?аражат жиналды. Екі ауызашар?а жететін ?аражаттан ас?анымен ?шінші ауызашар беруге жетпеді. 

Бірнші ауызашар Арын ?ажы мешітінде 100 адам?а жоспарланып берілді. 

Екінші ауызашар Н?р мешітінде 180-200 адам?а жоспарланып берілді. 

Артыл?ан а?шаны Арын ?ажы мешітінде беруді ж?н к?рдік. Себебі ол мешітте ?азіргі уа?ытта ??рылыс ж?мыстары ж?ріп жатыр. Мешіт б?зылып, орнына жа?а ?лкен мешіт бой к?теруде. Барлы?тары?ыз?а белгілі ол мешітте  Ерлан А?атаев ?стазымыз ?ызмет ат?арады. Алда?ы уа?ытта жа?а уа?ыз-насиxаттарынан б?кіл ?аза?стан сусындайтын болады ин ш?? Алла.

Біз жалпы басында бес ауызашар беруді жоспарла?ан болатынбыз. Дегенмен бір ауызашар беруімізді? ?зі к?м?нді еді. Себебі ?аражат 50 те?геден жиналды. Біра? Алла?а т?уб? ел болып екі ауызашар беру н?сіп етті. Алла Та?ала баршалары?ыз?а разы болсын. Ізгі ниеттері?ізді ?абыл етсін. Бастамамызды д?рыс ?абылдап, ?олдау білдіріп, м?сылманшылы?ты? ай?ын к?рінісін д?лелдеп бергендері?ізге к?п ал?ыс айтамыз. Барлы?тары?ызды Алла разылы?ы ?шін жа?сы к?реміз. Бізді? ?олымыздан келгені осы болды. Разы болы?ыздар.";04.06.2019 4:19;['VK-1603736028819866', 'VK-90462195576', 'VK-66447854045']
Ауызашар?а жинал?ан ?аражат?а А?жар ауданды? Н?р мешітінде екінші ауызашар берілді.;04.06.2019 3:41;['VK-1603736028819866', 'VK-92643037840', 'VK-54262202548']
Мысырда жеті мы? адам?а арнап жайыл?ан ауызашар дастарxаны Гиннесті? рекордтар кітабына енді.;03.06.2019 8:19;['VK-1603736028819866', 'VK-18794416713', 'VK-95051865880']
"«Шайтан міндетті т?рде т?мсы?ымен адамны? ж?регіне с?ліктей ?адалып алады. Егер адам Алланы еске алар болса, шайтан бірден кетіп ?алады. Ал егер Алланы ?мытып, есіне де алмайтын болса, онда шайтан оны? ж?регін к?дікшілдікке толтырады» 

?? Муснад-и ?бу Йа`ля";03.06.2019 8:04;['VK-1603736028819866', 'VK-48336632924', 'VK-61943228102']
"?? «Имам Шафи'и, Алла оны ра?ымына алсын, былай деді: 

Арты? тама? жеу ас?азан?а ауырлы? т?сіреді, ж?ректі ?атайтады, зеректікті жояды, ?й?ыны ша?ырады ж?не ?ибадат?а деген ??лшынысты ?лсіретеді.

?? ?с-Сияр 1/848.";02.06.2019 12:35;['VK-1603736028819866', 'VK-82297035566', 'VK-74937664719']
"К?лік ж?ргізуді? с?ннетке сай 7 т?ртібі 
 
«Са?танса?, ??дай са?тайды» деген аталы с?зді біле т?ра са?тануды? ал?ышарттарын ат?армаймыз. К?лік бір т?уекел ??ралы іспеттес. Техника бол?ан со?, ?анша жерден сенуге болады десе? де, к?тпеген жерде, ойлама?ан а?ауы шы?ады. Не болмаса, к?лік ж?ргізуді ?анша жа?сы ме?гердім десе? де, бай?ама?ан т?стан к?лік апатына тап болуы? м?мкін. Сонды?тан, к?лікті т?уекел ??ралы дейміз. Ал т?уекел Алла?а ?ана етілетіндіктен, к?лік ж?ргізуді? де Пай?амбарымыз ? бекітіп берген жол ережелері бар. ?р м?сылман жол полицияларыны? бекіткен жол ережелерімен бірге, адамзатты? арда?тысы бол?ан Алла Елшісіні? ? де ?сын?ан жол ережелерін са?тауы тиіс. Ендеше с?ннетке сай к?лік ж?ргізу т?ртібіне к?шейік: 
1. К?лікке отырарда д?рет алып ал?ан ж?н. Д?реттіні? бойынан шайтан ?за? т?рады. Себебі, к?лік ж?ргізу т?уекелді ?ажет ететінін айтып ?ткеніміздей, адам жолында нелер болатынын болжап біле алмайды. Сонды?тан да, д?рет алып ж?ру керек деуімізді? себебі, ?аза жететін болса, д?ниеден д?ретпен оз?ан болады. Пай?амбарымызды? бір хадисінде: «Шын та?уалар ?ана д?ретпен ж?руге тырысады», – делінген. 2. К?лікке мінерде б?л ны?метті? берушісін, я?ни Алла Та?аланы еске алу керек. «Алла Та?ала барша ма?л??атты? т?рлерін жаратты. ?стіне шы?ып ж?руіміз ?шін кеме, мінуіміз ?шін хайуандарды жаратты» («З?хр?ф с?ресі», 12-аят). Сол себепті де Алла Та?ала ??ран К?рімде: «Оларды? (к?лікті?) ?стіне мінген кездері?де Раббылары?ны? жа?сылы?ын еске алы?дар»,-дейді («З?хр?ф» с?ресі, 13-аят). Алланы? б?л жа?сылы?ын еске ал?аннан кейін Пай?амбарымыз ? «бисмилл??и Алла?у ?кбар» деп ?асиетті Кітабымыз ??ранда?ы мына д??аны айту?а ке?ес береді: «Бізге осыларды бой?сындырып берген – барлы? н??сан-кемшіліктен п?к Алла! ?йтпесе, б??ан біз жолай алмас едік». О?ылуы: Субх?н?л л?з?ии с?ххар? л?н???з?? у?м? кунн? л??у му?риниин. Б?дан бас?а та?ы да д??алар айту?а болады. М?селен, Ибн Омардан жеткен хадисте былай делінген: Пай?амбарымыз ? сапар?а шы?арда т?йесіне мініп, жай?асып ал?ан со?, ?ш рет «Алла?у ?кбар» деп т?кбір айтып: «Б?ны бізге ба?ындыр?ан Алла ?лы ?рі кемшілік атаулыдан П?к! Егер оны бізге ба?ынышты етіп жаратпа?анда, о?ан ?ау?арымыз жетпес еді. Т?бінде б?ріміз де Раббымыз?а ?айтамыз. Уа Алла Та?алам! Бізге осы сапарда игілік, та?уалы? ж?не ?зі? разы болатын игі амалдар жасауды н?сіп ет! Уа, Алла Та?алам! Сапарда?ы серігіміз де, артта ?ал?ан отбасыларымызды??кілі де бір ?зі?сі?! Уа Алла Та?алам! Сапарды? маша?атынан, сары уайым?а салатын ?андай да бір жа?дайдан ж?не сапардан орал?анда д?ние-м?лкіміз бен отбасымызды б?ле-жала?а ?шыра?ан к?йде к?руден бір ?зі? са?тай г?р!», - деп д??а жасайтын. Сапардан ?айт?анда осы д??аларына «Біз сапардан ?айтып келеміз, Раббымызды? алдында т?убеге келіп, ??лшылы? етіп, мада? айтып келеміз» деген мада? с?здерін ?оса айтатын» 
3. К?лікке отыр?аннан кейін ?ауіпсіздік ?шін «Аятул-К?рсиді” о?ып, Алланы зікір еткені?із арты? етпейді. Шайтан к?біне адамды к?лікте отыр?анда т?ртеді. Жолын ?иып ?ткенні?, жетіп алып оны? да алдын орап састыруды ке?ес етіп, д?рыс ж?рмей, жолды? ?стінде сен ?шін ы??айсыз жа?дай ту?ызып кеткенді сыбап салу?а, асы?ып бара жат?анда жол бермегенді бо?тап тастау?а, са?талуы тиіс ережені б?за салу?а аз?ырып т?ратын осы шайтан. Сонды?тан да, м?сылман ?мір жолында да, к?лік жолында да оны? ??ры?ына т?спеуді? алдын алуы тиіс. М?сылман жол ережелерін барынша са?тау?а міндетті. Оны? ?стіне Пай?амбарымыз ?: «Шынайы м?сылман тілімен де, ?олымен де біреуге зияны тимейтін м?сылман», – дейді. 
4. К?лікті? жылдамды?ын шектен асыра ?атты айдамау. Пай?амбарымыз ? астымызда?ы к?лікті, я?ни мінген аты мен т?йесіне жа?сы ?арауды ?мір еткен. Я?ни, ?ажетсіз болдыртып, шап?ыламауды, уа?ытында оттатуды, к?тере алмайтын ж?кті артпауды ?сиет еткен. Б?гінде ат пен т?йені темір т?лпар алмастыр?анды?тан б?л ?мірлер б??ан да ж?реді. Былайша айт?анда, Пай?амбарымыз ? к?лікті? шектен тыс жылдамды?ын арттырмауды, дер кезінде майын, ??рал-сайманын ауыстырып т?руды, кір болса жууды, р??сат етілген салма?тан арты? салма? салмауды, ережеде белгіленген жолаушыдан арты? жолаушы алмауды ?мір еткен деп білі?із. 
5. К?лік с?рінгенде «бисмилл?» деу. Бірде бір сахаба есегімен келе жатып, ?стінен ауып ??лап ?алады да «К?зі ??ры?ыр шайтан!» деп шайтанды ?ар?ап салады. М?ны естіп ?ал?ан Алла Елшісі ? б?рылып: «Шайтанды с?кпе! Егер шайтанды с?гетін болса?, шайтан ?йдей д?уге айналып, «Мен адамды же?дім!» деп масаттанады. Оны? орнына «бисмилл?» деп айт. Б?л с?зден шайтан шыбындай бол?анша кішірейе береді», – дейді. Сонды?тан да к?лігі?із с?рінгенде, жолда ж?ріп бара жатып ?андай да бір а?аулы?ы туындаса, «бисмилл?» деуді ?мытпа?ыз. 6. К?лікте асы?пау. К?птеген жол-к?лік апаттары ж?ргізушіні? асы?уынан болып жатады. Пай?амбарымыз ?: «Асы?ысты? – шайтаннан, сабыр – Алладан», – дейді. ?аза? «асы??ан – шайтанны? ісі» дейді. ?анша асы?са?ыз да Алланы? белгілеген уа?ытында жетесіз. Сонды?тан да, барар жері?ізге асы?пай бару ?шін ерте шы?ы?ыз. 
7. Біреу жол с?раса, беру. Не ?андай да бір ?тініш ?ылса, шама келгенше ж?рдемдесу. «?зі?е тілегенді ?згеге тілемейінше к?міл иман?а ?ол жеткізбейсі?дер», – дейді Арда?ты Елшіміз ?. Кей кезде біреу жа?ылысып, бас?а ?атар?а т?рып ?алып жатады. Сол кезде сізден жол с?райды. М?ндайда о?ан жа?сылы? ?ылу тек иманы?ызды арттырады. Кемелдікке бір ?адам бас?ан боласыз. Міне, осы ережелерді ?стану м?сылман ?шін міндет. Басымыз?а келетін б?лені? к?бі ?зімізді? жол ережелерін са?тамауымыздан. ?асиетті ??ранда: «Бастары?а келген б?ле-жала ?з ?олдары?мен істегендері?ні? кесірінен» («Шура» с?ресі, 30-аят), «Басы?а келген жаманды? – ?зі?нен» («Ниса с?ресі», 79-аят), – деп жазыл?ан. 

Салтан Сайран?лы 
 
© ummet.kz";02.06.2019 9:13;['VK-1603736028819866', 'VK-13843758631', 'VK-48940444977']
"?? Пай?амбарымыз (?) былай айт?ан: 

«Асылында, сені? екі мінезі? бар ?рі Алла Та?ала?а ?найды. Олар: Хильм (ж?мса? мінез бен сабыр) ж?не істі а?ыл?а салып, асы?пай жасау» 

?? Тирмизи";02.06.2019 8:03;['VK-1603736028819866', 'VK-82702198167', 'VK-59303006992']
"?иямет к?ні ?анша?а созылма?? 

?бу Б?кір Уасити былай айт?ан: «?ш байлы? бар: осы д?ниедегі байлы?, ?лер кездегі байлы? ж?не ?иямет к?нгі байлы?. Алла?а ??лшылы? ету б?л д?ние байлы?ы болып табылады. ?лер кездегі байлы? — ш???д?т (ку?лік) айтып жанны? т?ннен шы?уы. Алайда на?ыз байлы? — ?иямет к?нгі ?уаныш байлы?ы. Иман келтірген жан ?абірінен шы??ан кезде, оны Ж?ма?пен ?уантатын ?уаныш хабаршысыны? келуі». 
 
Яхья бин М??азды? жиынында ??ранны? келесі аяттары о?ыл?анды?ы келтірілген: 
 
«Сол к?ні, та?уаларды Рахманны? ??зырына ?она? т?рінде жинаймыз. К?н?карларды ш?лдеген т?рде тоза??а айдаймыз» (19:85-86). 
 
Яхья бин М??аз былай айт?ан: «?й, адамдар, ерте? ?абірлері?нен тіріліп т?рып, бір-бірлеп Алланы? алдына келесі?дер. Жаса?ан амалдары? ?шін жауап бересі?дер. Т?йеге отыр?ан ?улиелер (Алланы? достары) Алланы? мейіріміне ?арай беттесе, ал к?на?арлар болса жаяу-жалпылап Алланы? азабына ?арай беттейтін болады. Олар топтар?а б?лініп, Тоза??а кіргізіледі». 
 
Алла Та?ала ?асиетті ??ранда былай айт?ан: «Тіпті олай емес. Жер со?ылысып, быт-шыт бол?ан с?тте, Раббы? елестеп, періштелер сап сап бол?ан кезде» (89:21-22). 
 
Уа, мені? бауырларым, ?иямет к?ніні? ?за?ты?ы бірінші с?р ?рленген со? елу жыл. ?иямет к?ні - ?ай?ы мен ?кініштер к?ні. Б?л к?н — ?лы к?н. Б?л к?ні барлы? адамзат баласы барлы? ?лемдерді? Раббысы Алланы? алдына келтіріледі. Осы к?ні: «Неге ?ана мен игі амалдар жасамадым екен?» деген ?кінішке толы с?здер жиі естілінетін болады. Б?л есеп беру к?ні, Таразы?а салу к?ні, Сот к?ні, Сол?ылдау к?ні ?рі б?л к?ні адамдар сенбегенді к?рсететін к?н. 
 
Алла Та?ала ??ранда былай ескерткен: «?здеріне ашы? д?лелдер келгеннен кейін сондай б?лініп, ?айшылы??а т?скендер т?різді болма?дар. Міне солар?а зор азап бар» (3:105). 
 
«Ол к?ні досты? дос?а еш пайдасы болмайды ?рі оларга ж?рдем етілмейді» (44:41). 
 
«Ол к?ні олар?а ?дістері ешбір пайда бермейді, ?рі олар?а к?мек те етілмейді» (52:46). 
 
«Раббылары?нан ?ор?ы?дар ж?не ешбір ?ке; баласы тарапынан бодау т?лемейтін сондай-а? ешбір бала да; ?кесі тарапынан т?к бермейтін к?ннен де ?ор?ы?дар» (31:33). 
 
«Ол Алланы? ??лдары “н?зірін” орындайды ?рі апаты етек алатын бір к?ннен ?ор?ады» (76:7). 
 
 «Ол к?ні, ?р емізушіні? емізгенін ?мыт?анын ж?не ?рбір буаз ж?ндікті? іш таста?анын к?ресі?. Адамдарды мас т?рде к?ресі?. Негізінде олар мас емес. Біра? Алланы? азабы ?атты» (22:2). 
 
 Мукатил бин С?леймен былай айт?ан: «?иямет к?ні адамдар ж?з жыл бойы ауыздарына дейін жететін терлеріне батып т?ратын болады. Сондай-а?, ж?з жыл алас?р?ан к?йде болады». 
 
Сондай-а?, былай да айтыл?ан: «Шынды?ында, ?айта тірілу к?ніні? ?за?ты?ы елу мы? жылды ??райды, біра? на?ыз иман келтіргендер ?шін б?л к?н бір са?аттай болып ?те шы?ады. ?й, а?ыл иесі, ?иямет к?ніні? з?лымды?ы мен ?аталды?ы сіз ?шін же?іл болсын десе?із, осы д?ниеде барлы? к?ш-жігері?ізді салып ??лшылы? жасауы?ыз ?ажет». 
 
?? ""Танбихул ?афилин"" кітабынан.";02.06.2019 7:08;['VK-1603736028819866', 'VK-94950156172', 'VK-24974531550']
"Д?ниеде адамды абыржытып, ж?зін ?арайт?ан ауру-сыр?ау ?иыншылы?тар (сына?тар) ?иямет к?нінде иесіні? ж?зін а? ?ылады.

?? Табарани";01.06.2019 5:28;['VK-1603736028819866', 'VK-79089105497', 'VK-24697228473']
"ПІТІР САДА?АСЫ ОРАЗАДА КЕТКЕН КЕМШІЛІКТЕРДІ? ОРНЫН ТОЛТЫРАДЫ!

Кейде кейбір адамдар?а жай ?ана к?лімдеп ?арауы?, жеп отыр?ан асы?мен б?лісіп, ішетін суы?нан ?рттатуы? ерекше ?лкен ?уаныш сыйлап жататын кездер болады. И?, кейбір адамдар ?шін бір тамшы су да – ба?ыт! Ал ??лдарына ?иынды?ты емес, же?ілдікті ?алайтын Мейірімді Раббымыз осындай м??таж жандар?а ?арайласып, ж?рдемдескен адам?а сауап жазылатынын айтып с?йіншілейді! Алла Та?ала Айт мерекесінде ?з ??лдарыны? ас-сусыз, м??тажды?та ?алмаулары ?шін ж?не ораза кезінде жіберіп ал?ан ?ателіктеріні? ?темі болуы ?шін адамдар?а пітір сада?асын беруді міндеттеген. Б?л туралы сахаба Ибн Аббас (р.а):
??""Пай?амбар (о?ан Алланы? игілігі мен с?лемі болсын) пітір сада?асын ауыз бекіткен кісі ?шін бос с?здерден тазару ретінде ж?не кедейлерге тама? ретінде т?леуді б?йырды. Кім оны айт намазына дейін берсе, ?абыл бол?ан зекет болады. Ал кім оны намаздан кейін берсе, онда ол тек сада?а сия?ты ?ана болады"", - дейді. (?бу Д?уд, Ибн М?жа?, ?д-Дара?утни). Демек, пітір сада?а – м?мкіншілігі бар ?рбір м?сылман?а міндетті ??лшылы?. Б?л сізді? сауаптары?ызды еселейді, а?дамай жіберіп ал?ан ?ате-кемшіліктері?ізді? орнын толтырады.
??Уаки’ ибн ?л-Джаррах: «Рамазан айында?ы пітір сада?асы намазда?ы с??у с?ждесі секілді. С??у с?жде намазды? кемшіліктерін толтыр?андай, пітір сада?асы да оразаны? кемшіліктерін толтырады» , - деген.";31.05.2019 13:54;['VK-1603736028819866', 'VK-27988680048', 'VK-26460347172']
"?лген со? жи?ан-тергені? онсыз да т?геншенікі болады... 

?бу Хурайра (О?ан Алланы? с?лемі болсын): «Бір кісі Пай?амбарымыз?а (О?ан Алланы? игілігі мен с?лемі болсын) келіп: 
 
«Уа, Алланы? елшісі! ?андай сада?аны? сауабы к?п?» 
– деп с?рады. 
 
 Пай?амбарымыз (О?ан Алланы? игілігі мен с?лемі болсын) о?ан: «Денсаулы?ы? мы?ты кезі?де, ?рі бойы?ды сара?ды? билеп, байы?ан ?стіне баюды к?здегені?де берген сада?аны? сауабы мол болады. Ал зекет пен сада?аны жан ал?ым?а келіп, «мынаншасын п?леншеге берем, мынаншасы да т?геншенікі» дейтін ?лім аузында?ы с?тке дейін кешіктіруші болма, ?йткені ?лген со? жи?ан-терген д?ние? онсыз да т?геншенікі болады», – деп жауап берді», – деген 
 
 
?? Б?хари, з?к?т 11/у?сая 17; Муслим, 
з?к?т 92";31.05.2019 9:26;['VK-1603736028819866', 'VK-68261156786', 'VK-12173030529']
"«Бір к?ні ?зіне ?найтын киімін киіп, шашын жа?сылап тарап ал?ан т?каппар біреу те?селе басып, керде?деп келе жат?анда, кенет Алла та?аланы? ?мірімен оны жер ж?тып ?ояды. Содан бері ол ?ияметке дейін жерді? т?біне бат?ан сайын бата береді», – деп айтты»

?? Б?хари, ?нбия 54/либ?с 5; Муслим, либ?с 49";30.05.2019 4:41;['VK-1603736028819866', 'VK-23584523099', 'VK-80211981871']
"?? ?л-Фудайль ибн ‘Ияд айтты: 

«?й, ба?ытсыз, сен - к?н??арсы?, біра? сен ?зі?ді к?н?сіз санайсы?. Сен ілімсізсі?, біра? ?зі?ді білімді санайсы?. Сен сара?сы?, біра? ?зі?ді жомарт есептейсі?. Сен а?ыма?сы?, біра? ?зі?ді а?ылдымын деп ойлайсы?. Сені? уа?ыты? аз, ал сен бей?амсы?».

?? «Сияр ?'л?м ?н-нуб?л?» 8/440";29.05.2019 13:49;['VK-1603736028819866', 'VK-12633403917', 'VK-99318483985']
"Са?ал ол - с?ннет!

Са?ал - б?л барлы? пай?амбарларды?, сахабаларды?, ізгілерді?, имамдарды?, ?алымдарды?, ?улиелерді?, Алланы? с?йіктілеріні?, фа?ихтарды?, мухаддистерді?, сопыларды?, т?псіршілерді?, мутакаллимдерді? ж?не ж?й м?сылмандарды? (?мми) с?ннеті.

Са?ал ?ой!

?? Шейх Мумтаз ?л-Ха?";29.05.2019 9:58;['VK-1603736028819866', 'VK-55267202268', 'VK-52915099951']
"«?ке-шешесі бар ?рбір м?мин к?ндіз-т?ні жа?сылы? жасаса, Алла Та?ала о?ан ж?ннатты? екі ?а?пасын ашып ?ояды»

?? Ибн Аббас (Алла о?ан разы болсын)";29.05.2019 9:56;['VK-1603736028819866', 'VK-33698303579', 'VK-51384099139']
"Егер де: Байлар кедейлерге к?мектесіп т?рса, ?алымдар білгендеріне амал ?ылса, сауатсыздар білмегендеріне т?каппарлы? танытпаса,кедейлер д?ние ?шін А?ыреттерін сатпаса мемлекет б?лінбейді.

?? Хазіреті ?ли (Алла разы болсын)";29.05.2019 9:50;['VK-1603736028819866', 'VK-72325319949', 'VK-74864711442']
"Есі?е са?та! Алла сен жаса?ан кез келген д??аны естиді.

??? ???? ???? ?? ??? ????? ??? ??? ????";29.05.2019 4:32;['VK-1603736028819866', 'VK-60473136824', 'VK-77469767770']
"О д?ниелік бол?ан адамны? атынан пітір беруге бола ма?

С?ра?: С?леметсіз бе? Рамазан айында берілетін пітір сада?аны? сауабы тие берсін деп ?айтыс бол?ан адамдарды? атынан беруге бола ма? Рахмет! ?арлы?аш.

Жауап: С?леметсіз бе, ?арлы?аш!

Пітір сада?аны о д?ниелік бол?ан адамдарды? атынан беру міндет емес. Дегенмен, оларды? атынан сауабы тие берсін деп беруге р??сат. Иншаалла сауабы тиеді. ?йткені, т?рт халифаны? бірі ?зіреті Осман ?лкенні? де, кішіні? де, ?лі д?ниеге келмеген ?арында?ы баланы? да атынан, тіпті мінген аты ?шін де пітір сада?а бергендігі деректерде келеді. ?рине, арда?ты сахабаны? ол ?рекеті міндеттелгендіктен емес, сауап ?шін жасал?ан м?стахаб амалды білдіреді[1]

 

[1] ?л-Айни, ?л-Биная – 3/489 бет.";28.05.2019 16:08;['VK-1603736028819866', 'VK-92502391613', 'VK-42065432847']
